Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
34,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,meduim,three,Healthcare Representative,meduim,Single,8621,No,meduim,zero,9,best,8,7,7
24,Yes,Travel_Rarely,Sales,some_college,Life Sciences,low,high,two,Sales Executive,high,Single,4577,No,low,zero,4,better,2,2,0
39,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,very_high,meduim,two,Healthcare Representative,high,Single,4553,No,low,zero,20,better,20,7,10
32,No,Travel_Rarely,Sales,bachelors_degree,Marketing,very_high,high,two,Sales Executive,very_high,Single,5396,No,very_high,zero,10,good,10,7,8
50,Yes,Travel_Frequently,Sales,some_college,Technical Degree,meduim,high,two,Sales Executive,high,Married,6796,Yes,low,one,18,better,4,3,3
38,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,very_high,two,Healthcare Representative,very_high,Single,7625,No,high,zero,10,good,9,7,8
27,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,high,three,Manufacturing Director,low,Married,7412,No,very_high,zero,9,better,9,7,7
32,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,high,three,Research Director,very_high,Single,11159,No,very_high,zero,10,better,7,7,7
47,No,Travel_Rarely,Sales,masters_degree,Marketing,very_high,high,two,Sales Executive,low,Single,4960,No,very_high,zero,20,better,7,7,7
40,No,Travel_Frequently,Sales,masters_degree,Life Sciences,very_high,meduim,three,Sales Executive,low,Married,10475,Yes,high,one,20,better,18,13,12
53,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,very_high,four,Research Director,high,Married,14814,No,high,zero,32,better,5,1,3
41,No,Travel_Rarely,Human Resources,masters_degree,Human Resources,meduim,meduim,five,Manager,very_high,Divorced,19141,No,meduim,three,23,good,21,6,6
60,No,Travel_Rarely,Sales,masters_degree,Marketing,low,high,two,Sales Executive,low,Single,5405,No,very_high,zero,10,better,2,2,2
27,No,Travel_Frequently,Research & Development,some_college,Life Sciences,very_high,high,three,Manufacturing Director,low,Divorced,8793,No,high,two,9,good,9,7,7
41,No,Travel_Rarely,Human Resources,bachelors_degree,Human Resources,very_high,meduim,five,Manager,high,Married,19189,No,meduim,one,22,better,22,7,10
50,No,Travel_Rarely,Sales,masters_degree,Marketing,very_high,high,one,Sales Representative,meduim,Married,3875,No,very_high,one,4,better,2,2,2
28,Yes,Travel_Rarely,Research & Development,some_college,Life Sciences,low,low,one,Research Scientist,meduim,Single,2216,Yes,very_high,zero,10,better,7,7,7
36,No,Non-Travel,Research & Development,bachelors_degree,Life Sciences,low,very_high,three,Research Director,low,Married,11713,No,low,one,10,better,8,7,5
38,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,three,Manufacturing Director,high,Single,7861,Yes,very_high,zero,10,best,1,0,0
44,No,Non-Travel,Research & Development,bachelors_degree,Medical,low,low,one,Laboratory Technician,high,Single,3708,No,high,zero,9,better,5,2,4
47,No,Travel_Frequently,Sales,bachelors_degree,Medical,very_high,high,four,Sales Executive,high,Divorced,13770,Yes,very_high,two,28,good,22,2,13
30,No,Travel_Rarely,Sales,Doctorate,Marketing,high,high,two,Sales Executive,very_high,Divorced,5304,No,very_high,one,10,good,8,7,7
29,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,high,high,one,Sales Representative,high,Single,2642,No,high,zero,1,better,1,0,0
42,Yes,Travel_Frequently,Research & Development,bachelors_degree,Medical,high,very_high,one,Research Scientist,high,Divorced,2759,Yes,very_high,zero,7,better,2,2,2
43,No,Travel_Frequently,Sales,bachelors_degree,Life Sciences,very_high,meduim,two,Sales Executive,very_high,Married,6804,No,high,one,7,better,2,2,2
34,No,Travel_Rarely,Research & Development,some_college,Medical,meduim,high,two,Healthcare Representative,high,Single,6142,No,very_high,zero,10,better,5,1,3
23,No,Travel_Rarely,Research & Development,no_college,Medical,meduim,high,one,Laboratory Technician,low,Married,2500,No,very_high,one,5,best,4,3,2
39,No,Travel_Rarely,Human Resources,bachelors_degree,Human Resources,high,very_high,two,Human Resources,meduim,Married,6389,No,high,one,12,bad,8,3,6
56,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,four,Healthcare Representative,very_high,Married,11103,No,high,zero,30,good,10,7,1
40,No,Travel_Rarely,Research & Development,no_college,Medical,very_high,meduim,one,Research Scientist,very_high,Single,2342,Yes,very_high,zero,5,good,4,2,3
27,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,meduim,two,Healthcare Representative,low,Single,6811,No,low,zero,9,bad,7,6,7
29,No,Travel_Rarely,Sales,bachelors_degree,Marketing,very_high,high,one,Sales Representative,meduim,Divorced,2297,No,very_high,two,2,better,2,2,2
53,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,two,Laboratory Technician,very_high,Single,2450,No,very_high,zero,19,better,2,2,2
35,No,Non-Travel,Research & Development,masters_degree,Life Sciences,very_high,high,two,Healthcare Representative,low,Divorced,5093,No,low,one,16,best,1,0,0
32,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,low,high,two,Laboratory Technician,very_high,Married,5309,No,very_high,two,10,better,10,8,7
38,No,Travel_Rarely,Research & Development,Doctorate,Medical,very_high,high,one,Research Scientist,high,Married,3057,Yes,meduim,one,6,bad,1,0,1
34,No,Travel_Rarely,Research & Development,Doctorate,Life Sciences,meduim,high,two,Manufacturing Director,low,Divorced,5121,No,high,one,7,better,0,0,0
52,No,Travel_Rarely,Sales,masters_degree,Marketing,high,meduim,four,Manager,low,Married,16856,No,low,zero,34,best,34,6,16
33,Yes,Travel_Rarely,Research & Development,masters_degree,Other,very_high,high,one,Research Scientist,very_high,Single,2686,Yes,high,zero,10,good,10,9,8
25,No,Travel_Rarely,Sales,no_college,Medical,high,high,two,Sales Executive,very_high,Single,6180,No,meduim,zero,6,good,6,5,4
45,No,Travel_Rarely,Sales,some_college,Technical Degree,meduim,low,two,Sales Representative,high,Single,6632,No,low,zero,9,better,8,7,1
23,No,Travel_Rarely,Research & Development,no_college,Medical,low,very_high,one,Research Scientist,high,Single,3505,No,very_high,zero,2,better,2,2,2
47,Yes,Travel_Frequently,Sales,some_college,Life Sciences,meduim,very_high,two,Sales Executive,high,Single,6397,Yes,very_high,zero,8,better,5,4,3
34,No,Travel_Rarely,Sales,bachelors_degree,Other,very_high,high,two,Sales Executive,very_high,Single,6274,No,high,zero,6,better,6,5,4
55,Yes,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,five,Manager,low,Married,19859,Yes,very_high,one,24,better,5,2,4
36,No,Non-Travel,Sales,masters_degree,Life Sciences,low,meduim,three,Sales Executive,low,Single,7587,No,meduim,zero,10,better,10,7,9
52,No,Non-Travel,Research & Development,masters_degree,Medical,very_high,high,one,Research Scientist,very_high,Married,4258,No,low,one,5,better,4,3,2
26,No,Travel_Frequently,Research & Development,some_college,Life Sciences,low,low,one,Laboratory Technician,very_high,Divorced,4364,No,low,one,5,better,2,2,0
29,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,high,two,Healthcare Representative,high,Married,4335,No,low,one,11,good,8,7,1
26,Yes,Travel_Rarely,Sales,bachelors_degree,Technical Degree,very_high,meduim,two,Sales Executive,low,Single,5326,No,high,zero,6,good,4,3,2
34,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,very_high,one,Research Scientist,very_high,Single,3280,No,high,zero,10,better,4,2,3
54,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,high,two,Manufacturing Director,low,Divorced,5485,Yes,meduim,two,9,better,5,3,4
27,No,Travel_Frequently,Sales,no_college,Marketing,high,high,two,Sales Executive,very_high,Married,4342,No,meduim,one,5,better,4,2,1
37,No,Travel_Rarely,Research & Development,no_college,Life Sciences,very_high,high,one,Research Scientist,low,Divorced,2782,Yes,meduim,two,6,good,5,3,3
38,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,low,very_high,two,Manufacturing Director,low,Single,5980,Yes,very_high,zero,17,better,15,7,12
34,No,Travel_Rarely,Research & Development,masters_degree,Medical,high,meduim,one,Research Scientist,low,Single,4381,No,high,zero,6,better,6,5,3
35,No,Travel_Rarely,Sales,masters_degree,Life Sciences,low,high,one,Sales Representative,very_high,Married,2572,No,meduim,one,3,good,3,2,2
30,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,low,one,Laboratory Technician,high,Married,3833,No,high,two,7,better,2,2,2
40,No,Travel_Frequently,Research & Development,some_college,Medical,high,very_high,two,Healthcare Representative,meduim,Married,4244,No,very_high,one,8,better,8,7,7
34,No,Travel_Rarely,Sales,some_college,Life Sciences,high,high,two,Sales Executive,low,Married,6500,No,meduim,one,6,better,3,2,2
42,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,meduim,high,five,Manager,very_high,Divorced,18430,No,meduim,one,24,good,24,7,9
23,Yes,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,very_high,one,Laboratory Technician,low,Married,1601,Yes,high,two,1,better,0,0,0
24,No,Non-Travel,Research & Development,bachelors_degree,Life Sciences,high,meduim,one,Laboratory Technician,meduim,Divorced,2694,No,high,three,1,better,1,0,0
52,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,high,two,Laboratory Technician,high,Married,3149,No,meduim,one,9,better,5,2,4
50,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,four,Research Director,high,Married,17639,No,very_high,zero,30,better,4,3,3
29,Yes,Travel_Rarely,Research & Development,some_college,Life Sciences,meduim,meduim,one,Laboratory Technician,low,Married,2319,Yes,very_high,one,1,better,1,0,0
33,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,three,Research Director,high,Married,11691,No,very_high,zero,14,best,13,9,7
33,Yes,Travel_Rarely,Sales,bachelors_degree,Marketing,low,high,two,Sales Executive,low,Single,5324,No,high,zero,6,better,3,2,2
47,No,Travel_Rarely,Research & Development,some_college,Other,high,high,four,Manager,very_high,Married,16752,Yes,high,one,26,good,26,14,0
36,No,Travel_Rarely,Research & Development,bachelors_degree,Other,high,high,two,Manufacturing Director,meduim,Married,5228,No,low,one,10,better,9,7,5
29,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,very_high,one,Research Scientist,high,Married,2700,No,high,one,10,better,10,7,7
58,Yes,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,high,five,Research Director,meduim,Single,19246,Yes,very_high,zero,40,better,31,15,8
35,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,very_high,one,Research Scientist,high,Single,2506,No,high,zero,7,better,2,2,2
42,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,meduim,two,Manufacturing Director,very_high,Married,6062,Yes,very_high,one,8,better,4,3,2
28,Yes,Travel_Rarely,Research & Development,masters_degree,Medical,high,high,one,Research Scientist,high,Single,4382,No,very_high,zero,5,good,2,2,1
36,No,Travel_Rarely,Human Resources,bachelors_degree,Human Resources,high,high,one,Human Resources,meduim,Married,2143,No,meduim,one,8,better,5,2,4
32,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,meduim,two,Manufacturing Director,high,Married,6162,No,high,one,14,better,14,13,8
40,No,Travel_Frequently,Research & Development,masters_degree,Medical,low,meduim,two,Laboratory Technician,high,Single,5094,No,very_high,zero,10,better,1,0,0
30,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,meduim,two,Manufacturing Director,very_high,Single,6877,Yes,meduim,zero,12,good,0,0,0
45,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,meduim,one,Research Scientist,high,Single,2274,No,very_high,zero,1,better,1,0,0
42,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,high,two,Manufacturing Director,meduim,Married,4434,No,very_high,one,10,good,9,8,8
38,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,low,meduim,two,Healthcare Representative,low,Divorced,6288,No,high,one,13,good,4,3,2
34,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,high,meduim,one,Research Scientist,very_high,Single,2553,No,high,zero,6,better,5,2,3
49,Yes,Travel_Rarely,Sales,bachelors_degree,Marketing,high,high,three,Sales Executive,very_high,Married,7654,No,low,two,9,best,9,8,7
55,Yes,Travel_Rarely,Sales,no_college,Medical,high,high,two,Sales Executive,very_high,Single,5160,No,high,zero,12,good,9,7,3
43,No,Travel_Rarely,Research & Development,some_college,Life Sciences,meduim,high,four,Research Director,low,Married,17159,No,high,one,22,better,4,1,0
27,No,Travel_Rarely,Research & Development,no_college,Technical Degree,high,meduim,three,Research Director,very_high,Divorced,12808,Yes,meduim,one,9,better,9,8,8
35,No,Travel_Rarely,Research & Development,bachelors_degree,Other,high,high,three,Manufacturing Director,high,Single,10221,No,meduim,zero,17,best,8,5,6
28,No,Travel_Rarely,Sales,masters_degree,Marketing,meduim,high,two,Sales Executive,meduim,Married,4779,Yes,low,zero,8,better,8,7,5
34,No,Travel_Rarely,Human Resources,some_college,Human Resources,high,high,one,Human Resources,very_high,Married,3737,No,high,one,4,bad,3,2,2
26,Yes,Travel_Frequently,Research & Development,some_college,Medical,high,meduim,one,Research Scientist,high,Married,2366,Yes,low,one,8,better,8,7,7
27,No,Non-Travel,Research & Development,bachelors_degree,Medical,very_high,high,one,Research Scientist,very_high,Married,1706,No,high,three,0,good,0,0,0
51,No,Travel_Rarely,Sales,masters_degree,Marketing,low,high,four,Manager,high,Married,16307,No,high,one,29,good,20,6,17
44,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,two,Healthcare Representative,meduim,Single,5933,No,very_high,zero,10,good,5,2,3
25,No,Travel_Rarely,Research & Development,no_college,Medical,low,very_high,one,Research Scientist,low,Single,3424,No,high,zero,6,good,4,3,1
33,No,Travel_Rarely,Sales,bachelors_degree,Medical,low,very_high,two,Sales Executive,low,Divorced,4037,No,low,one,9,better,9,8,8
35,No,Travel_Rarely,Research & Development,no_college,Medical,high,meduim,one,Research Scientist,low,Single,2559,No,very_high,zero,6,good,6,5,1
36,No,Travel_Rarely,Sales,some_college,Life Sciences,meduim,high,two,Sales Executive,very_high,Married,6201,Yes,very_high,one,18,good,18,14,11
32,No,Travel_Rarely,Sales,masters_degree,Life Sciences,meduim,high,two,Sales Executive,very_high,Divorced,4403,No,high,one,8,good,5,2,3
30,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,meduim,meduim,one,Research Scientist,very_high,Divorced,3761,No,meduim,one,10,good,5,4,3
53,No,Travel_Rarely,Sales,some_college,Marketing,low,meduim,three,Sales Executive,very_high,Married,10934,Yes,very_high,one,35,better,5,2,4
45,No,Travel_Rarely,Sales,bachelors_degree,Marketing,very_high,high,three,Sales Executive,low,Divorced,10761,Yes,high,one,18,better,5,4,2
32,No,Travel_Rarely,Research & Development,some_college,Medical,high,very_high,two,Research Scientist,high,Married,5175,No,high,one,9,good,5,3,3
52,No,Travel_Frequently,Research & Development,masters_degree,Medical,high,meduim,four,Manufacturing Director,very_high,Married,13826,No,high,zero,31,better,9,8,0
37,No,Travel_Rarely,Sales,masters_degree,Marketing,very_high,meduim,two,Sales Executive,high,Divorced,6334,No,very_high,two,9,better,1,0,0
28,No,Travel_Rarely,Human Resources,some_college,Medical,meduim,meduim,one,Human Resources,very_high,Divorced,4936,No,very_high,one,6,better,5,1,4
22,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,meduim,two,Manufacturing Director,very_high,Married,4775,No,low,two,4,bad,2,2,2
44,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,low,very_high,one,Laboratory Technician,very_high,Married,2818,Yes,high,one,10,good,3,2,2
42,No,Travel_Frequently,Research & Development,no_college,Medical,meduim,high,one,Research Scientist,very_high,Single,2515,Yes,very_high,zero,8,better,2,1,2
36,No,Travel_Rarely,Human Resources,bachelors_degree,Life Sciences,low,meduim,one,Human Resources,low,Married,2342,No,high,zero,6,better,5,4,3
25,No,Travel_Rarely,Sales,no_college,Other,high,high,two,Sales Executive,low,Married,4194,Yes,very_high,zero,5,better,5,3,3
35,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,three,Manufacturing Director,high,Married,10685,Yes,meduim,one,17,better,17,14,15
