Age,Attrition,BusinessTravel,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsAtCompany
60,No,Travel_Rarely,masters_degree,Medical,high,low,three,Healthcare Representative,very_high,10883,No,high,one,best,1
33,No,Travel_Rarely,bachelors_degree,Medical,meduim,very_high,one,Laboratory Technician,meduim,2028,No,very_high,three,better,14
37,No,Travel_Frequently,masters_degree,Medical,high,low,two,Sales Executive,very_high,9525,No,high,two,good,6
34,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,meduim,one,Research Scientist,very_high,2929,No,meduim,zero,better,10
23,Yes,Travel_Rarely,bachelors_degree,Life Sciences,high,high,one,Sales Representative,very_high,2275,Yes,meduim,one,better,3
44,No,Travel_Rarely,bachelors_degree,Life Sciences,high,very_high,three,Healthcare Representative,very_high,7879,Yes,meduim,one,better,8
35,No,Travel_Frequently,masters_degree,Medical,low,meduim,one,Research Scientist,very_high,4930,Yes,high,zero,best,5
43,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,two,Sales Executive,very_high,7847,Yes,low,one,better,10
24,No,Travel_Rarely,bachelors_degree,Medical,high,very_high,one,Research Scientist,high,4401,No,very_high,one,better,5
41,No,Travel_Rarely,bachelors_degree,Marketing,very_high,high,three,Sales Executive,high,9241,No,meduim,zero,better,10
29,No,Travel_Rarely,masters_degree,Medical,very_high,high,one,Laboratory Technician,high,2974,No,high,one,better,5
36,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Sales Representative,very_high,4502,No,high,zero,good,13
45,No,Non-Travel,no_college,Life Sciences,high,meduim,three,Healthcare Representative,high,10748,No,very_high,one,good,23
24,Yes,Travel_Rarely,no_college,Human Resources,very_high,low,one,Human Resources,high,1555,No,high,one,better,1
47,Yes,Travel_Frequently,bachelors_degree,Life Sciences,high,low,four,Sales Executive,high,12936,No,high,zero,bad,23
26,No,Travel_Rarely,masters_degree,Medical,very_high,low,one,Laboratory Technician,high,2305,No,high,three,best,3
45,No,Travel_Rarely,some_college,Technical Degree,very_high,meduim,four,Research Director,meduim,16704,No,high,zero,better,21
32,No,Travel_Frequently,bachelors_degree,Life Sciences,low,high,one,Research Scientist,high,3433,No,low,one,good,5
31,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,one,Laboratory Technician,high,3477,No,very_high,one,best,5
41,No,Non-Travel,bachelors_degree,Human Resources,high,low,two,Human Resources,meduim,6430,No,meduim,one,better,3
40,No,Travel_Rarely,some_college,Life Sciences,meduim,high,two,Manufacturing Director,low,6516,Yes,meduim,one,better,1
24,No,Travel_Rarely,no_college,Medical,meduim,high,one,Laboratory Technician,low,3907,No,meduim,three,best,6
46,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Healthcare Representative,meduim,5562,No,very_high,zero,better,10
35,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,two,Manufacturing Director,high,6883,No,meduim,one,better,7
30,No,Travel_Rarely,no_college,Life Sciences,meduim,high,one,Research Scientist,very_high,2862,No,meduim,one,good,10
47,No,Non-Travel,masters_degree,Marketing,high,high,two,Sales Executive,meduim,4978,No,very_high,one,bad,1
46,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,three,Sales Executive,very_high,10368,Yes,meduim,one,good,10
36,Yes,Travel_Rarely,Doctorate,Marketing,meduim,meduim,two,Sales Executive,low,6134,Yes,meduim,three,better,2
32,Yes,Travel_Rarely,some_college,Life Sciences,low,low,two,Sales Executive,meduim,6735,No,meduim,zero,better,0
23,No,Travel_Rarely,no_college,Medical,high,high,one,Laboratory Technician,meduim,3295,No,high,zero,bad,3
31,No,Travel_Frequently,no_college,Technical Degree,very_high,high,two,Manufacturing Director,very_high,5238,No,very_high,zero,good,5
39,No,Non-Travel,bachelors_degree,Life Sciences,very_high,high,two,Laboratory Technician,very_high,6472,Yes,very_high,one,better,9
32,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,low,three,Sales Executive,high,9610,No,high,one,bad,4
40,No,Travel_Rarely,masters_degree,Medical,meduim,high,five,Manager,meduim,19833,No,meduim,zero,good,21
45,No,Travel_Rarely,bachelors_degree,Life Sciences,high,low,three,Human Resources,high,9756,No,high,two,best,5
30,No,Travel_Frequently,masters_degree,Technical Degree,very_high,meduim,one,Research Scientist,low,4968,No,very_high,zero,better,9
24,No,Travel_Frequently,bachelors_degree,Medical,low,high,one,Human Resources,very_high,2145,No,very_high,one,better,2
30,Yes,Travel_Frequently,bachelors_degree,Human Resources,high,meduim,one,Human Resources,very_high,2180,No,high,one,good,4
31,No,Travel_Rarely,bachelors_degree,Technical Degree,low,high,two,Sales Executive,high,8346,No,high,one,better,5
27,No,Travel_Rarely,bachelors_degree,Medical,high,high,one,Research Scientist,very_high,3445,No,high,zero,good,6
29,Yes,Travel_Rarely,bachelors_degree,Marketing,meduim,low,one,Sales Representative,meduim,2760,No,high,zero,better,2
29,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,very_high,two,Healthcare Representative,high,6294,Yes,very_high,zero,best,3
30,No,Travel_Rarely,some_college,Marketing,high,meduim,three,Sales Executive,low,7140,No,low,one,better,7
34,No,Travel_Rarely,masters_degree,Medical,very_high,very_high,one,Research Scientist,very_high,2932,Yes,low,three,better,5
33,No,Non-Travel,bachelors_degree,Marketing,very_high,high,two,Sales Executive,meduim,5147,No,very_high,zero,good,11
49,No,Travel_Rarely,masters_degree,Marketing,very_high,high,two,Sales Executive,very_high,4507,No,high,zero,best,5
33,Yes,Travel_Rarely,bachelors_degree,Life Sciences,low,high,three,Sales Executive,low,8564,Yes,high,zero,good,0
38,No,Travel_Frequently,some_college,Medical,high,meduim,one,Laboratory Technician,meduim,2468,No,meduim,one,good,6
31,Yes,Travel_Rarely,masters_degree,Marketing,low,high,three,Sales Executive,high,8161,No,low,three,better,1
29,No,Travel_Rarely,bachelors_degree,Technical Degree,very_high,meduim,one,Research Scientist,low,2109,No,high,one,better,1
30,No,Travel_Rarely,bachelors_degree,Life Sciences,high,very_high,two,Healthcare Representative,high,5294,No,high,one,better,7
32,No,Non-Travel,masters_degree,Technical Degree,meduim,high,one,Research Scientist,meduim,2718,No,meduim,zero,better,7
38,No,Travel_Rarely,bachelors_degree,Medical,meduim,low,two,Healthcare Representative,very_high,5811,Yes,high,one,better,1
43,Yes,Travel_Frequently,bachelors_degree,Technical Degree,high,meduim,one,Research Scientist,high,2437,Yes,very_high,one,better,1
42,No,Travel_Rarely,bachelors_degree,Medical,meduim,high,one,Laboratory Technician,meduim,2766,No,meduim,three,good,5
55,No,Travel_Rarely,bachelors_degree,Medical,high,meduim,five,Research Director,low,19038,No,meduim,three,better,1
33,No,Non-Travel,bachelors_degree,Technical Degree,very_high,high,two,Research Scientist,meduim,3055,No,very_high,two,good,9
41,No,Travel_Rarely,masters_degree,Life Sciences,high,high,one,Laboratory Technician,low,2289,No,meduim,two,better,5
34,No,Non-Travel,bachelors_degree,Life Sciences,very_high,high,two,Sales Executive,high,4001,Yes,high,one,better,15
53,No,Non-Travel,masters_degree,Medical,low,meduim,four,Manufacturing Director,high,12965,Yes,very_high,three,good,3
43,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,high,one,Human Resources,very_high,3539,No,meduim,zero,better,9
34,No,Travel_Rarely,some_college,Life Sciences,very_high,low,two,Sales Executive,very_high,6029,No,low,zero,better,2
21,Yes,Travel_Rarely,no_college,Marketing,meduim,high,one,Sales Representative,meduim,2679,No,meduim,zero,better,1
38,No,Travel_Rarely,some_college,Other,very_high,meduim,one,Laboratory Technician,high,3702,No,meduim,one,better,5
22,Yes,Travel_Rarely,no_college,Medical,high,high,one,Laboratory Technician,low,2398,Yes,high,zero,better,1
31,No,Travel_Rarely,masters_degree,Marketing,low,meduim,two,Sales Executive,very_high,5468,No,low,two,better,12
51,No,Travel_Rarely,bachelors_degree,Technical Degree,low,high,three,Manager,high,13116,No,very_high,zero,better,2
37,No,Travel_Rarely,some_college,Marketing,meduim,meduim,two,Sales Executive,meduim,4189,No,low,two,better,5
46,No,Travel_Rarely,masters_degree,Medical,high,high,five,Research Director,very_high,19328,Yes,high,one,better,2
36,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,three,Healthcare Representative,low,8321,Yes,very_high,one,better,12
44,Yes,Travel_Frequently,some_college,Medical,high,high,one,Research Scientist,meduim,2342,Yes,high,three,good,5
37,No,Travel_Rarely,some_college,Other,high,high,two,Human Resources,meduim,4071,No,high,zero,good,10
35,Yes,Travel_Rarely,bachelors_degree,Life Sciences,high,high,two,Sales Executive,very_high,5813,Yes,very_high,zero,better,10
33,No,Travel_Rarely,masters_degree,Life Sciences,very_high,very_high,one,Research Scientist,low,3143,No,meduim,one,better,10
28,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,one,Research Scientist,very_high,2044,No,high,one,best,5
39,No,Travel_Rarely,no_college,Medical,high,high,three,Research Director,high,13464,No,high,zero,better,4
46,No,Non-Travel,some_college,Life Sciences,meduim,meduim,two,Sales Executive,meduim,7991,No,high,zero,better,2
40,No,Travel_Rarely,some_college,Life Sciences,high,high,one,Laboratory Technician,low,3377,No,very_high,one,good,4
42,No,Travel_Rarely,bachelors_degree,Medical,meduim,very_high,two,Healthcare Representative,low,5538,No,high,two,good,0
35,No,Non-Travel,some_college,Medical,meduim,high,two,Manufacturing Director,very_high,5762,No,high,one,better,7
38,No,Non-Travel,bachelors_degree,Human Resources,low,high,one,Human Resources,meduim,2592,No,very_high,three,better,11
34,Yes,Travel_Frequently,masters_degree,Life Sciences,very_high,high,two,Laboratory Technician,low,5346,No,high,one,good,7
37,Yes,Travel_Rarely,masters_degree,Medical,very_high,high,two,Manufacturing Director,low,4213,No,meduim,zero,bad,10
39,No,Travel_Frequently,bachelors_degree,Life Sciences,high,high,two,Sales Executive,very_high,4127,No,very_high,one,better,2
43,No,Non-Travel,bachelors_degree,Life Sciences,low,high,one,Research Scientist,high,2438,No,high,zero,good,3
41,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,very_high,two,Healthcare Representative,meduim,6870,No,low,zero,bad,3
41,No,Travel_Rarely,no_college,Marketing,high,high,three,Sales Executive,high,10447,Yes,very_high,one,best,22
30,No,Travel_Rarely,bachelors_degree,Medical,low,high,three,Manufacturing Director,high,9667,No,meduim,zero,better,7
26,Yes,Travel_Rarely,some_college,Medical,very_high,high,one,Human Resources,meduim,2148,Yes,high,zero,better,5
46,Yes,Travel_Rarely,some_college,Medical,very_high,high,two,Healthcare Representative,meduim,8926,No,very_high,one,best,9
40,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,two,Healthcare Representative,very_high,6513,No,very_high,one,better,5
34,No,Travel_Rarely,some_college,Technical Degree,meduim,very_high,two,Sales Executive,high,6799,No,high,two,better,10
58,No,Non-Travel,bachelors_degree,Medical,meduim,high,four,Manager,meduim,16291,No,very_high,one,good,16
35,No,Travel_Rarely,masters_degree,Medical,meduim,low,one,Laboratory Technician,high,2705,No,meduim,one,best,5
47,No,Travel_Rarely,bachelors_degree,Life Sciences,high,meduim,three,Manufacturing Director,meduim,10333,Yes,high,one,better,22
40,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,high,two,Healthcare Representative,low,4448,No,meduim,one,better,7
54,No,Travel_Rarely,masters_degree,Medical,very_high,high,two,Research Scientist,very_high,6854,No,meduim,one,good,7
31,No,Travel_Frequently,masters_degree,Marketing,low,high,three,Sales Executive,low,9637,No,very_high,two,better,3
28,No,Travel_Rarely,bachelors_degree,Medical,high,high,one,Research Scientist,low,3591,No,high,one,better,3
38,No,Travel_Rarely,masters_degree,Marketing,meduim,low,two,Sales Representative,very_high,5405,Yes,low,two,good,4
26,No,Travel_Rarely,bachelors_degree,Medical,high,high,two,Sales Executive,very_high,4684,No,low,zero,better,5
58,No,Travel_Frequently,masters_degree,Life Sciences,low,high,four,Research Director,high,15787,Yes,meduim,zero,better,2
18,No,Non-Travel,bachelors_degree,Medical,meduim,high,one,Research Scientist,high,1514,No,high,zero,bad,0
31,Yes,Travel_Rarely,Doctorate,Human Resources,very_high,very_high,one,Human Resources,low,2956,No,high,zero,better,1
29,Yes,Travel_Rarely,bachelors_degree,Human Resources,low,meduim,one,Human Resources,low,2335,Yes,very_high,three,better,2
45,No,Non-Travel,masters_degree,Life Sciences,high,high,two,Sales Executive,high,5154,No,meduim,two,best,8
36,No,Travel_Rarely,masters_degree,Other,very_high,high,two,Research Scientist,meduim,6962,Yes,very_high,one,better,1
43,No,Travel_Frequently,masters_degree,Life Sciences,low,high,two,Sales Executive,very_high,5675,No,high,one,better,7
27,No,Travel_Frequently,some_college,Life Sciences,very_high,high,one,Laboratory Technician,very_high,2379,Yes,high,zero,good,5
29,No,Travel_Frequently,no_college,Medical,very_high,high,one,Laboratory Technician,very_high,3812,No,meduim,zero,best,11
32,No,Travel_Frequently,masters_degree,Marketing,very_high,high,two,Sales Executive,very_high,4648,No,high,zero,best,0
42,No,Non-Travel,masters_degree,Technical Degree,high,high,one,Research Scientist,high,2936,No,meduim,two,good,6
47,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,one,Laboratory Technician,high,2105,No,high,zero,better,2
46,No,Travel_Rarely,some_college,Life Sciences,very_high,high,three,Manufacturing Director,very_high,8578,No,high,one,good,9
28,No,Non-Travel,some_college,Life Sciences,high,high,one,Human Resources,very_high,2706,No,meduim,one,better,3
29,No,Travel_Rarely,no_college,Life Sciences,very_high,low,two,Healthcare Representative,high,6384,No,very_high,two,better,7
42,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,one,Laboratory Technician,high,3968,No,very_high,zero,better,0
32,Yes,Travel_Rarely,masters_degree,Marketing,high,meduim,two,Sales Executive,meduim,9907,Yes,high,zero,good,2
46,No,Travel_Rarely,bachelors_degree,Technical Degree,low,very_high,four,Sales Executive,low,13225,No,very_high,one,better,19
27,No,Travel_Rarely,no_college,Medical,meduim,meduim,two,Sales Representative,high,3540,No,very_high,one,better,9
29,No,Travel_Rarely,no_college,Medical,very_high,meduim,one,Human Resources,meduim,2804,No,very_high,zero,better,1
43,No,Travel_Rarely,bachelors_degree,Medical,low,meduim,five,Manager,high,19392,No,very_high,zero,better,16
48,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,five,Research Director,meduim,19665,No,very_high,zero,better,22
29,Yes,Travel_Frequently,some_college,Life Sciences,very_high,meduim,one,Research Scientist,very_high,2439,Yes,meduim,zero,good,1
46,Yes,Travel_Rarely,bachelors_degree,Life Sciences,high,high,three,Sales Executive,meduim,7314,No,high,three,better,8
27,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,meduim,one,Research Scientist,low,4774,No,very_high,one,good,7
39,No,Travel_Rarely,masters_degree,Other,very_high,high,two,Research Scientist,very_high,3902,No,meduim,three,better,2
55,No,Travel_Rarely,masters_degree,Technical Degree,meduim,meduim,one,Research Scientist,very_high,2662,No,meduim,one,best,5
28,No,Travel_Rarely,bachelors_degree,Medical,meduim,high,one,Sales Representative,meduim,2856,No,very_high,one,better,1
30,Yes,Travel_Rarely,bachelors_degree,Medical,meduim,high,one,Sales Representative,very_high,1081,No,high,zero,good,1
22,Yes,Travel_Rarely,no_college,Life Sciences,very_high,high,one,Research Scientist,meduim,2472,Yes,low,zero,better,1
36,No,Travel_Rarely,masters_degree,Technical Degree,meduim,meduim,two,Sales Executive,high,5673,Yes,low,one,better,10
31,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,high,two,Laboratory Technician,high,4197,No,low,one,better,10
34,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,three,Sales Executive,very_high,9713,Yes,very_high,three,better,5
29,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,one,Laboratory Technician,low,2062,No,meduim,zero,better,3
37,No,Travel_Rarely,masters_degree,Medical,very_high,high,two,Research Scientist,low,4284,Yes,high,one,better,5
35,No,Travel_Rarely,some_college,Other,very_high,meduim,two,Manufacturing Director,meduim,4788,Yes,very_high,zero,better,3
45,No,Travel_Rarely,some_college,Life Sciences,meduim,meduim,two,Manufacturing Director,very_high,5906,No,very_high,two,good,9
36,No,Travel_Frequently,no_college,Human Resources,meduim,meduim,two,Human Resources,very_high,3886,No,very_high,zero,good,10
40,No,Travel_Rarely,masters_degree,Life Sciences,low,high,four,Manager,low,16823,No,low,one,better,19
26,No,Travel_Rarely,some_college,Life Sciences,meduim,meduim,one,Research Scientist,high,2933,Yes,high,one,good,1
27,No,Travel_Rarely,some_college,Medical,low,very_high,two,Sales Executive,high,6500,No,meduim,zero,good,8
48,No,Travel_Frequently,bachelors_degree,Medical,very_high,high,four,Manager,very_high,17174,No,meduim,one,better,22
44,No,Travel_Rarely,masters_degree,Life Sciences,meduim,very_high,two,Healthcare Representative,low,5033,No,very_high,one,better,2
34,Yes,Non-Travel,masters_degree,Technical Degree,very_high,low,one,Research Scientist,low,2307,Yes,meduim,one,better,5
56,Yes,Travel_Rarely,some_college,Life Sciences,low,high,one,Laboratory Technician,very_high,2587,No,very_high,zero,better,4
36,No,Travel_Rarely,some_college,Marketing,high,meduim,two,Sales Executive,meduim,5507,No,high,two,bad,4
41,No,Travel_Rarely,bachelors_degree,Marketing,high,high,two,Sales Executive,meduim,4393,No,high,one,better,5
42,No,Travel_Rarely,bachelors_degree,Medical,high,high,three,Research Director,low,13348,No,meduim,one,best,13
31,No,Travel_Rarely,some_college,Medical,high,high,two,Sales Executive,very_high,6583,Yes,very_high,one,better,5
34,No,Travel_Rarely,no_college,Medical,very_high,meduim,two,Sales Executive,very_high,8103,Yes,high,zero,good,4
31,No,Travel_Rarely,bachelors_degree,Medical,low,very_high,one,Laboratory Technician,high,3978,No,meduim,one,good,2
26,No,Travel_Frequently,bachelors_degree,Other,high,very_high,one,Laboratory Technician,very_high,2544,No,low,one,better,7
45,No,Travel_Frequently,masters_degree,Medical,meduim,high,two,Healthcare Representative,high,5399,No,high,zero,better,4
33,No,Travel_Rarely,masters_degree,Marketing,meduim,high,two,Sales Executive,high,5487,No,meduim,zero,good,10
28,No,Travel_Frequently,some_college,Life Sciences,high,meduim,two,Sales Executive,very_high,6834,Yes,high,one,better,7
29,Yes,Travel_Frequently,bachelors_degree,Technical Degree,high,very_high,one,Sales Representative,low,1091,No,very_high,zero,better,1
39,No,Non-Travel,masters_degree,Life Sciences,low,low,two,Sales Executive,high,5736,No,high,one,better,3
27,No,Travel_Rarely,masters_degree,Technical Degree,meduim,high,one,Research Scientist,meduim,2226,No,high,one,good,5
34,No,Travel_Frequently,masters_degree,Other,high,meduim,two,Research Scientist,very_high,5747,Yes,meduim,zero,better,15
28,Yes,Travel_Rarely,some_college,Marketing,very_high,high,two,Sales Executive,high,9854,Yes,very_high,zero,better,2
47,No,Non-Travel,masters_degree,Technical Degree,high,high,two,Research Scientist,meduim,5467,No,high,one,best,8
56,No,Travel_Rarely,Doctorate,Marketing,very_high,meduim,two,Sales Executive,low,5380,No,high,one,better,0
39,No,Travel_Rarely,some_college,Medical,low,high,two,Manufacturing Director,low,5151,No,very_high,one,better,10
38,No,Travel_Frequently,bachelors_degree,Medical,very_high,meduim,two,Research Scientist,meduim,2133,Yes,high,one,better,20
58,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,four,Manager,very_high,17875,Yes,high,one,good,1
32,Yes,Travel_Frequently,some_college,Life Sciences,low,very_high,one,Research Scientist,high,2432,Yes,low,zero,better,4
38,No,Travel_Rarely,some_college,Life Sciences,meduim,high,one,Research Scientist,very_high,4771,No,very_high,two,best,5
49,No,Travel_Frequently,no_college,Life Sciences,meduim,high,five,Research Director,very_high,19161,No,very_high,zero,better,5
42,No,Travel_Rarely,masters_degree,Marketing,meduim,high,two,Sales Executive,very_high,5087,Yes,high,two,better,0
27,Yes,Travel_Frequently,bachelors_degree,Human Resources,low,meduim,one,Human Resources,meduim,2863,No,low,zero,better,1
35,No,Travel_Rarely,masters_degree,Medical,meduim,high,two,Sales Executive,low,5561,No,very_high,one,bad,5
28,No,Non-Travel,bachelors_degree,Medical,high,high,one,Research Scientist,high,2144,No,high,zero,good,5
31,No,Non-Travel,some_college,Medical,high,high,one,Research Scientist,low,3065,Yes,very_high,one,best,4
36,No,Non-Travel,masters_degree,Life Sciences,low,very_high,one,Laboratory Technician,meduim,2810,No,meduim,zero,better,5
34,No,Travel_Rarely,bachelors_degree,Marketing,low,high,three,Sales Executive,very_high,9888,No,low,zero,good,14
34,No,Travel_Rarely,masters_degree,Medical,very_high,high,three,Sales Executive,high,8628,No,high,one,good,8
26,No,Travel_Rarely,bachelors_degree,Medical,high,high,one,Laboratory Technician,low,2867,No,very_high,zero,good,7
29,No,Travel_Rarely,bachelors_degree,Life Sciences,low,high,two,Healthcare Representative,low,5373,No,low,one,good,5
32,No,Non-Travel,masters_degree,Medical,high,high,two,Healthcare Representative,very_high,6667,No,meduim,one,better,5
31,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,low,two,Research Scientist,low,5003,No,meduim,zero,better,10
28,Yes,Travel_Rarely,bachelors_degree,Technical Degree,high,meduim,one,Laboratory Technician,very_high,2367,No,low,one,good,4
38,No,Travel_Rarely,bachelors_degree,Life Sciences,low,meduim,one,Sales Representative,low,2858,No,low,zero,good,1
35,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Sales Executive,very_high,5204,Yes,very_high,zero,better,10
27,No,Travel_Rarely,bachelors_degree,Marketing,very_high,high,two,Sales Executive,very_high,4105,No,low,zero,better,7
32,No,Travel_Rarely,masters_degree,Life Sciences,very_high,meduim,two,Manufacturing Director,very_high,9679,No,meduim,zero,better,1
31,Yes,Travel_Frequently,masters_degree,Marketing,low,high,two,Sales Executive,very_high,5617,Yes,high,zero,better,10
53,Yes,Travel_Rarely,masters_degree,Life Sciences,low,high,three,Sales Executive,low,10448,Yes,meduim,zero,good,2
54,No,Travel_Rarely,some_college,Life Sciences,low,high,two,Research Scientist,high,2897,No,high,two,good,4
33,No,Travel_Frequently,some_college,Life Sciences,very_high,high,two,Healthcare Representative,high,5968,No,high,three,better,9
43,No,Travel_Rarely,bachelors_degree,Life Sciences,low,high,three,Healthcare Representative,high,7510,No,meduim,one,better,10
38,No,Travel_Frequently,masters_degree,Other,very_high,high,one,Human Resources,meduim,2991,Yes,meduim,one,better,6
55,No,Travel_Rarely,masters_degree,Human Resources,high,very_high,five,Manager,meduim,19636,Yes,low,one,better,10
31,No,Travel_Rarely,no_college,Medical,very_high,low,one,Laboratory Technician,very_high,1129,Yes,high,three,better,1
39,No,Travel_Rarely,masters_degree,Marketing,meduim,high,four,Sales Executive,low,13341,No,low,zero,better,20
42,No,Non-Travel,some_college,Life Sciences,very_high,meduim,two,Research Scientist,high,4332,No,very_high,zero,better,20
31,No,Non-Travel,bachelors_degree,Medical,high,high,three,Research Director,high,11031,No,high,one,best,11
54,No,Travel_Rarely,bachelors_degree,Medical,high,high,two,Manufacturing Director,low,4440,Yes,very_high,zero,better,5
24,No,Travel_Rarely,some_college,Life Sciences,meduim,meduim,two,Healthcare Representative,high,4617,No,meduim,zero,good,4
23,No,Travel_Rarely,some_college,Other,very_high,high,one,Laboratory Technician,very_high,2647,No,high,zero,best,5
40,No,Travel_Frequently,bachelors_degree,Technical Degree,very_high,high,two,Laboratory Technician,high,6323,No,low,one,best,10
40,No,Travel_Rarely,some_college,Marketing,meduim,high,two,Sales Executive,meduim,5677,No,high,one,better,11
25,No,Travel_Rarely,bachelors_degree,Human Resources,high,high,one,Human Resources,meduim,2187,No,high,zero,better,2
30,No,Travel_Rarely,some_college,Medical,very_high,high,one,Laboratory Technician,meduim,3748,No,high,zero,good,12
25,No,Travel_Rarely,no_college,Other,very_high,high,one,Laboratory Technician,high,3977,Yes,high,one,good,2
47,No,Travel_Rarely,bachelors_degree,Medical,low,high,three,Healthcare Representative,high,8633,No,meduim,zero,better,17
33,No,Non-Travel,some_college,Medical,meduim,meduim,one,Laboratory Technician,high,2008,No,high,three,good,1
38,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,two,Sales Executive,meduim,4440,No,low,two,better,15
31,No,Travel_Rarely,some_college,Life Sciences,low,high,one,Sales Representative,high,3067,No,high,one,better,2
38,No,Travel_Frequently,masters_degree,Life Sciences,low,meduim,two,Manufacturing Director,high,5321,No,very_high,one,better,8
42,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,two,Research Scientist,low,5410,Yes,high,one,good,4
41,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,one,Research Scientist,very_high,2782,No,low,one,better,5
47,No,Non-Travel,no_college,Medical,high,high,three,Research Director,meduim,11957,No,low,two,bad,13
35,No,Travel_Rarely,masters_degree,Medical,very_high,high,one,Laboratory Technician,high,2660,Yes,high,one,better,2
22,No,Travel_Rarely,some_college,Life Sciences,very_high,high,one,Research Scientist,high,3375,No,very_high,zero,best,3
35,No,Travel_Rarely,masters_degree,Medical,meduim,high,two,Research Scientist,high,5098,No,meduim,zero,better,10
33,No,Travel_Rarely,some_college,Medical,meduim,high,two,Healthcare Representative,very_high,4878,Yes,low,one,better,9
32,No,Travel_Rarely,masters_degree,Life Sciences,high,meduim,one,Laboratory Technician,meduim,2837,No,high,zero,better,6
40,No,Travel_Rarely,masters_degree,Life Sciences,low,high,one,Laboratory Technician,very_high,2406,No,high,two,good,1
32,No,Travel_Rarely,masters_degree,Medical,meduim,meduim,one,Sales Representative,meduim,2269,No,meduim,one,better,2
39,No,Travel_Rarely,no_college,Life Sciences,low,high,two,Research Scientist,very_high,4108,No,low,zero,better,7
38,No,Travel_Rarely,bachelors_degree,Medical,meduim,low,three,Research Director,high,13206,No,low,one,better,18
32,No,Travel_Rarely,masters_degree,Marketing,high,high,three,Sales Executive,very_high,10422,No,high,two,better,14
37,No,Travel_Rarely,bachelors_degree,Life Sciences,high,very_high,three,Research Director,very_high,13744,Yes,low,one,better,16
25,No,Travel_Rarely,some_college,Other,low,high,two,Sales Executive,high,4907,Yes,meduim,one,good,5
52,No,Non-Travel,masters_degree,Life Sciences,low,high,one,Sales Representative,very_high,3482,No,meduim,two,good,9
44,No,Travel_Rarely,bachelors_degree,Medical,meduim,high,one,Research Scientist,very_high,2436,Yes,high,zero,better,4
21,No,Travel_Rarely,no_college,Medical,high,high,one,Sales Representative,low,2380,Yes,very_high,zero,better,2
39,No,Non-Travel,bachelors_degree,Life Sciences,very_high,high,five,Manager,very_high,19431,No,high,zero,good,6
23,Yes,Travel_Frequently,bachelors_degree,Marketing,very_high,high,one,Sales Representative,low,1790,No,low,one,good,1
36,No,Travel_Rarely,bachelors_degree,Medical,low,meduim,three,Sales Executive,very_high,7644,No,high,two,better,9
36,No,Travel_Frequently,some_college,Life Sciences,very_high,high,two,Manufacturing Director,meduim,5131,No,meduim,three,better,4
56,No,Non-Travel,masters_degree,Life Sciences,high,high,two,Healthcare Representative,high,6306,No,low,one,good,13
29,Yes,Travel_Rarely,masters_degree,Medical,low,high,one,Research Scientist,very_high,4787,Yes,meduim,three,best,2
42,No,Travel_Rarely,bachelors_degree,Life Sciences,low,high,five,Manager,high,18880,No,low,zero,good,22
56,Yes,Travel_Rarely,some_college,Technical Degree,very_high,high,one,Laboratory Technician,high,2339,No,very_high,one,bad,10
41,No,Travel_Rarely,masters_degree,Life Sciences,low,meduim,four,Manufacturing Director,meduim,13570,No,high,one,better,20
34,No,Travel_Rarely,bachelors_degree,Marketing,very_high,meduim,two,Sales Executive,high,6712,No,very_high,two,better,8
36,No,Non-Travel,masters_degree,Marketing,very_high,low,two,Sales Executive,very_high,5406,No,low,one,good,15
41,No,Travel_Rarely,bachelors_degree,Life Sciences,high,meduim,two,Sales Executive,meduim,8938,No,high,one,better,5
